b'Thank you @awscloud @AWS_edu  for the Cloud Practitioner practise exam voucher. \xf0\x9f\x98\x8a\n#AWSomeday #AWS #AWS_Certification'
"b""#Fortinet's Lior Cohen, spoke to #AWS #reInforce attendees about why adopting a single pane of glass approach is cr\xe2\x80\xa6 https://t.co/b7sugoKyWl"""
"b'RT @SearchAWS : As your organization grows, so will the need for #AWS IAM accounts. Find out how to create and mana\xe2\x80\xa6 https://t.co/QmT7Dh5bRg'"
b'RT @AffirmedNetwork: Affirmed Networks and @awscloud Jointly Develop Best Practices for Designing Carrier-Grade Mobile Packet Core Virtual\xe2\x80\xa6'
b'I just published #AWS #DeepRacer\xe2\x80\x8a\xe2\x80\x94\xe2\x80\x8aThere\xe2\x80\x99s a race track in my office https://t.co/nPb3yy0qcA'
"b""RT @awsugchn: Catch @mjmrz talks about 'Pragmatic Real-Time API design and DevOps with AWS Amplify' at the AWS Community Day Chennai 2019.\xe2\x80\xa6"""
"b'Our data integration #webinars were a huge success!\xf0\x9f\x8e\x89Many thanks to all attendees!\xf0\x9f\x91\x8dif you didn\xe2\x80\x99t manage to attend, y\xe2\x80\xa6 https://t.co/nG4FDKxCCm'"
"b'RT @jeffbarr: Thunder from the Cloud: 40,000 Cores Running in Concert on #AWS - https://t.co/3j6TqL1QCr #HPC #EC2 - Ranked #136 on @top500s\xe2\x80\xa6'"
b'RT @jbesw: Fraud detection and anti-money laundering with serverless tech: \nhttps://t.co/jdP9bKsrrZ via @curledANDqueued #aws #serverless #\xe2\x80\xa6'
"b'Our CEO, David Trossell speaks to @dcdnews about the top 5 strategies for #wan #data #acceleration in 2019.\xe2\x80\xa6 https://t.co/qJU0PsyeKj'"
"b'In a \xc2\xa321 million deal with #Amazon, Australia\xe2\x80\x99s government will be able to access AWS under a simplified procuremen\xe2\x80\xa6 https://t.co/XvnObA16EA'"
"b""#AWS #VPC now includes traffic mirroring capability! That's right, with CS Enterprise included, now you can get to\xe2\x80\xa6 https://t.co/ihkSPRNPgs"""
"b""\xe2\x80\x9cWhen AWS, for example, has tried to commit code, they've been rebuffed.\xe2\x80\x9d #aws #mongodb https://t.co/LZ6SNX7DXL"""
